"","budget","id","original_language","popularity","production_companies","production_countries","release_date","revenue","runtime","status","title","vote_average","vote_count","genre_1","genre_2"
"622",80000000,300673,"en",28.223664,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Whitaker Entertainment"", ""id"": 51164}, {""name"": ""Bergsten Music"", ""id"": 77739}, {""name"": ""Red Hawk Entertainment"", ""id"": 78217}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-01-25,52099090,114,"Released","The Finest Hours",6.3,588,"Action","Drama"
"623",70000000,12113,"en",37.507136,"[{""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""De Line Pictures"", ""id"": 2609}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2008-10-10,113280098,128,"Released","Body of Lies",6.5,895,"Action","Drama"
"624",69000000,38778,"en",11.023691,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Everyman Pictures"", ""id"": 2242}, {""name"": ""Reliance BIG Entertainment"", ""id"": 6733}, {""name"": ""Parkes/MacDonald Productions"", ""id"": 11084}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-07-30,86387857,114,"Released","Dinner for Schmucks",5.5,531,"Comedy",NA
"625",69000000,72331,"en",38.634767,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Bazelevs Production"", ""id"": 1038}, {""name"": ""Tim Burton Productions"", ""id"": 8601}, {""name"": ""Abraham Productions"", ""id"": 36430}, {""name"": ""Location Gourmet"", ""id"": 36431}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-06-20,112265139,94,"Released","Abraham Lincoln: Vampire Hunter",5.5,1269,"Action","Fantasy"
"626",66000000,1844,"en",25.877794,"[{""name"": ""Fountainbridge Films"", ""id"": 414}, {""name"": ""Regency Enterprises"", ""id"": 508}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-04-29,212404396,112,"Released","Entrapment",6,602,"Romance","Drama"
"627",66000000,846,"en",18.59991,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Ten Thirteen Productions"", ""id"": 545}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-06-19,189198313,121,"Released","The X Files",6.6,488,"Mystery","Science Fiction"
"628",67000000,9703,"en",12.282911,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Quinta Communications"", ""id"": 6370}, {""name"": ""Dino De Laurentiis Company"", ""id"": 10308}, {""name"": ""Zephyr Films"", ""id"": 16923}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""TN"", ""name"": ""Tunisia""}]",2007-04-19,25303038,102,"Released","The Last Legion",5,207,"Action","Adventure"
"629",70000000,857,"en",76.041867,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Mutual Film Company"", ""id"": 762}, {""name"": ""Mark Gordon Productions"", ""id"": 11362}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-07-24,481840909,169,"Released","Saving Private Ryan",7.9,5048,"Drama","History"
"630",66000000,136797,"en",54.81489,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""Bandito Brothers"", ""id"": 8403}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Electronic Arts"", ""id"": 34890}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]","[{""iso_3166_1"": ""PH"", ""name"": ""Philippines""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2014-03-13,203277636,130,"Released","Need for Speed",6.1,1520,"Action","Crime"
"631",70000000,3981,"en",31.39165,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Centropolis Entertainment"", ""id"": 347}, {""name"": ""Icon Entertainment International"", ""id"": 4564}, {""name"": ""Wind Dancer Productions"", ""id"": 8116}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-12-15,374111707,127,"Released","What Women Want",6.1,992,"Comedy","Romance"
"632",59000000,425,"en",99.561972,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Blue Sky Studios"", ""id"": 9383}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-03-10,383257136,81,"Released","Ice Age",7.1,3857,"Animation","Comedy"
"633",68000000,6171,"en",26.792794,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Kasdan Pictures"", ""id"": 13040}, {""name"": ""WV Films II"", ""id"": 24939}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-03-21,75715436,136,"Released","Dreamcatcher",5.3,567,"Drama","Horror"
"634",65000000,72976,"en",36.307296,"[{""name"": ""DreamWorks"", ""id"": 7}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Reliance Entertainment"", ""id"": 7294}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-11-09,275293450,149,"Released","Lincoln",6.7,1429,"History","Drama"
"635",63000000,603,"en",104.309993,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Groucho II Film Partnership"", ""id"": 372}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-03-30,463517383,136,"Released","The Matrix",7.9,8907,"Action","Science Fiction"
"636",52000000,568,"en",68.140214,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-06-30,355237933,140,"Released","Apollo 13",7.3,1599,"Drama",NA
"637",65000000,9021,"en",14.646884,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Outlaw Productions"", ""id"": 889}, {""name"": ""Boxing Cat Films"", ""id"": 12626}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-10-31,172855065,104,"Released","The Santa Clause 2",5.5,297,"Fantasy","Comedy"
"638",61000000,82695,"en",48.356214,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""CAMERON MACKINTOSH"", ""id"": 7923}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-12-18,441809770,157,"Released","Les Misérables",7.1,1884,"Drama","Music"
"639",65000000,9489,"en",28.540267,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-12-17,250821495,119,"Released","You've Got Mail",6.3,838,"Comedy","Romance"
"640",65000000,12133,"en",22.977983,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Mosaic Media Group"", ""id"": 748}, {""name"": ""Gary Sanchez Productions"", ""id"": 4740}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Apatow Productions"", ""id"": 10105}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-07-25,128107642,98,"Released","Step Brothers",6.5,1062,"Comedy",NA
"641",95000000,9342,"en",31.086791,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""TriStar Pictures"", ""id"": 559}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-07-16,250288523,136,"Released","The Mask of Zorro",6.3,1183,"Action","Adventure"
"642",65000000,41733,"en",43.865294,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Green Hat Films"", ""id"": 3527}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-11-04,211780824,95,"Released","Due Date",6.2,1685,"Comedy","Drama"
"643",65000000,227306,"en",43.055253,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""3 Arts Entertainment"", ""id"": 36390}, {""name"": ""Jolie Pas"", ""id"": 39443}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-25,163442937,137,"Released","Unbroken",7.3,1400,"Drama","War"
"644",65000000,5551,"en",15.772081,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Mad Chance"", ""id"": 1757}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Clipsal Films"", ""id"": 10566}, {""name"": ""Digital Image Associates"", ""id"": 76068}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-07-31,128884132,130,"Released","Space Cowboys",6.3,403,"Action","Adventure"
"645",70000000,9350,"en",26.19909,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Carolco Pictures"", ""id"": 14723}, {""name"": ""RCS Video"", ""id"": 23246}, {""name"": ""Cliffhanger Productions"", ""id"": 45728}, {""name"": ""Pioneer"", ""id"": 45729}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-05-28,255000211,112,"Released","Cliffhanger",6.1,588,"Action","Adventure"
"646",50000000,9208,"en",22.769108,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""WCG Entertainment Productions"", ""id"": 456}, {""name"": ""Mark Gordon Productions"", ""id"": 11362}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-02-09,150270147,108,"Released","Broken Arrow",5.7,453,"Action","Adventure"
"647",65000000,4244,"en",18.281798,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-07-07,69700000,104,"Released","The Kid",6,238,"Fantasy","Comedy"
"648",63000000,1852,"en",24.697533,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Kernos Filmproduktionsgesellschaft & Company"", ""id"": 20396}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-08-09,162945894,128,"Released","World Trade Center",5.9,447,"Drama","History"
"649",65000000,11820,"en",19.718544,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Revolution Studios"", ""id"": 497}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-12-19,0,117,"Released","Mona Lisa Smile",6.5,393,"Drama","Romance"
"650",65000000,76493,"en",31.349143,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-05-15,179379533,83,"Released","The Dictator",5.9,1743,"Comedy",NA
"651",65000000,345,"en",27.870312,"[{""name"": ""Hobby Films"", ""id"": 194}, {""name"": ""Pole Star"", ""id"": 195}, {""name"": ""Stanley Kubrick Productions"", ""id"": 385}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-07-14,162091208,159,"Released","Eyes Wide Shut",7.1,1234,"Mystery","Drama"
"652",65000000,196867,"en",33.439187,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Olive Bridge Entertainment"", ""id"": 7291}, {""name"": ""Sony Pictures Entertainment (SPE)"", ""id"": 7431}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}, {""name"": ""Marcy Media"", ""id"": 95063}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-19,133821816,119,"Released","Annie",6,466,"Comedy","Drama"
"653",50100000,256591,"en",59.634029,"[{""name"": ""Kramer & Sigman Films"", ""id"": 21914}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}, {""name"": ""Zaftig Films"", ""id"": 47586}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-02-25,153962963,105,"Released","Focus",6.7,2542,"Romance","Comedy"
"654",65000000,59962,"en",38.994297,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Overbrook Films"", ""id"": 907}, {""name"": ""Robert Simonds Productions"", ""id"": 3929}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-02-14,156974557,103,"Released","This Means War",5.9,1389,"Action","Comedy"
"655",65000000,36648,"en",49.660055,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Amen Ra Films"", ""id"": 421}, {""name"": ""Shawn Danielle Productions Ltd."", ""id"": 8851}, {""name"": ""Imaginary Forces"", ""id"": 11321}, {""name"": ""Marvel Enterprises"", ""id"": 19551}, {""name"": ""Peter Frankfurt Productions"", ""id"": 42209}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-12-08,128905366,123,"Released","Blade: Trinity",5.7,1252,"Science Fiction","Action"
"656",4200000,1880,"en",11.743085,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Valkyrie Films"", ""id"": 774}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1984-08-10,38376497,114,"Released","Red Dawn",6.4,215,"Action","Thriller"
"657",65000000,9440,"en",9.110247,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Mutual Film Company"", ""id"": 762}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-03-20,0,143,"Released","Primary Colors",6.1,94,"Comedy","Drama"
"658",65000000,71679,"en",6.227675,"[{""name"": ""Davis-Films"", ""id"": 342}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-09-12,240159255,95,"Released","Resident Evil: Retribution",5.6,1600,"Action","Horror"
"659",45000000,10483,"en",42.57877,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Cruise/Wagner Productions"", ""id"": 44}, {""name"": ""Impact Pictures"", ""id"": 248}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Scion Films"", ""id"": 7419}, {""name"": ""H2S2 Filmproduktionsgesellschaft"", ""id"": 28121}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2008-08-22,73762516,105,"Released","Death Race",6,1175,"Action","Thriller"
"660",65000000,11412,"en",15.858629,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Forge"", ""id"": 2980}, {""name"": ""The Steve Tisch Company"", ""id"": 21920}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-10-11,89456761,120,"Released","The Long Kiss Goodnight",6.5,314,"Crime","Action"
"661",65000000,11983,"en",14.866901,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-12-08,0,135,"Released","Proof of Life",6,208,"Action","Adventure"
"662",65000000,6795,"en",15.194239,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Teitler Film"", ""id"": 2550}, {""name"": ""Michael De Luca Productions"", ""id"": 11370}, {""name"": ""Radar Pictures"", ""id"": 14718}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-11-06,64321501,101,"Released","Zathura: A Space Adventure",6.1,779,"Family","Fantasy"
"663",63000000,550,"en",146.757391,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Taurus Film"", ""id"": 20555}, {""name"": ""Linson Films"", ""id"": 54050}, {""name"": ""Atman Entertainment"", ""id"": 54051}, {""name"": ""Knickerbocker Films"", ""id"": 54052}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-10-15,100853753,139,"Released","Fight Club",8.3,9413,"Drama",NA
"664",65000000,11170,"en",8.629665,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Thunder Road Pictures"", ""id"": 3528}, {""name"": ""Wonderland Sound and Vision"", ""id"": 4022}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-12-12,43545364,124,"Released","We Are Marshall",6.7,186,"Drama",NA
"665",65000000,9292,"en",16.803457,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Silver Pictures"", ""id"": 1885}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1991-05-23,17218080,100,"Released","Hudson Hawk",5.4,269,"Action","Adventure"
"666",65000000,10783,"en",2.952595,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""StudioCanal"", ""id"": 694}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-10-27,0,105,"Released","Lucky Numbers",4.9,52,"Action","Adventure"
"667",65000000,100241,"en",31.324734,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Sidney Kimmel Entertainment"", ""id"": 737}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Hopscotch Films"", ""id"": 13788}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2014-01-22,71154592,92,"Released","I, Frankenstein",5,687,"Horror","Thriller"
"668",50000000,257,"en",20.415572,"[{""name"": ""R.P. Productions"", ""id"": 355}, {""name"": ""ETIC Films"", ""id"": 2979}, {""name"": ""Runteam III Ltd."", ""id"": 6732}]","[{""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2005-09-23,42093706,130,"Released","Oliver Twist",6.7,274,"Crime","Drama"
"669",43000000,9947,"en",28.613892,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Marvel Enterprises"", ""id"": 19551}, {""name"": ""Horseshoe Bay Productions"", ""id"": 19552}, {""name"": ""Elektra Productions"", ""id"": 19553}, {""name"": ""SAI Productions"", ""id"": 19554}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-01-13,56681566,97,"Released","Elektra",4.8,575,"Action","Fantasy"
"670",65000000,189,"en",85.428395,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Troublemaker Studios"", ""id"": 10807}, {""name"": ""AR Films"", ""id"": 11005}, {""name"": ""Aldamisa Entertainment"", ""id"": 11006}, {""name"": ""Demarest Films"", ""id"": 13241}, {""name"": ""Solipsist Film"", ""id"": 29076}, {""name"": ""Residaco"", ""id"": 41658}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-08-20,39407616,102,"Released","Sin City: A Dame to Kill For",6.3,1286,"Crime","Thriller"
"671",64000000,12618,"en",4.137237,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-10-08,74608570,133,"Released","Random Hearts",5.3,63,"Drama","Romance"
"672",55000000,253412,"en",60.246978,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Walden Media"", ""id"": 10221}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}, {""name"": ""Free State Pictures"", ""id"": 40106}, {""name"": ""RVK Studios"", ""id"": 62693}]","[{""iso_3166_1"": ""IS"", ""name"": ""Iceland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2015-09-10,203427584,121,"Released","Everest",6.7,1772,"Adventure","Drama"
"673",50000000,1427,"en",42.551902,"[{""name"": ""Davis-Films"", ""id"": 342}, {""name"": ""Nouvelles \u00c9ditions de Films (NEF)"", ""id"": 753}, {""name"": ""Rising Star"", ""id"": 1208}, {""name"": ""VIP Medienfonds 4"", ""id"": 2116}, {""name"": ""Ikiru Films"", ""id"": 2875}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Castelao Producciones"", ""id"": 7956}]","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2006-09-13,132180323,147,"Released","Perfume: The Story of a Murderer",7.1,1165,"Crime","Fantasy"
"674",63000000,818,"en",40.137264,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Eric's Boy"", ""id"": 595}, {""name"": ""Team Todd"", ""id"": 598}, {""name"": ""Moving Pictures"", ""id"": 15888}, {""name"": ""Gratitude International"", ""id"": 52943}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-07-26,296655431,94,"Released","Austin Powers in Goldmember",5.9,979,"Comedy","Crime"
"675",65000000,16577,"en",24.857079,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Tezuka Production Company Ltd."", ""id"": 3196}, {""name"": ""Imagi Animation Studios"", ""id"": 3463}]","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-10-15,44091067,94,"Released","Astro Boy",6.1,409,"Animation","Action"
"676",63000000,329,"en",40.413191,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-06-11,920100000,127,"Released","Jurassic Park",7.6,4856,"Adventure","Science Fiction"
"677",63000000,12160,"en",13.859307,"[{""name"": ""Tig Productions"", ""id"": 335}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Kasdan Pictures"", ""id"": 13040}, {""name"": ""Paragon Entertainment Corp."", ""id"": 24217}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-06-24,25052000,191,"Released","Wyatt Earp",6.5,202,"Drama","Action"
"678",62000000,9331,"en",18.832471,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Mace Neufeld Productions"", ""id"": 2767}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-08-03,215887717,141,"Released","Clear and Present Danger",6.4,386,"Action","Drama"
"679",65000000,300168,"zh",9.568884,"[{""name"": ""Shanghai Film Group"", ""id"": 3407}, {""name"": ""Jackie & JJ Production"", ""id"": 19658}, {""name"": ""Sparkle Roll Media"", ""id"": 36958}, {""name"": ""Huayi Brothers Media"", ""id"": 39649}, {""name"": ""Alibaba Pictures Group"", ""id"": 69484}, {""name"": ""Home Media & Entertainment Fund"", ""id"": 74456}, {""name"": ""Tencent Video"", ""id"": 74457}, {""name"": ""China Film & TV Capital"", ""id"": 74458}, {""name"": ""Visualizer Film Company"", ""id"": 74459}]","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}]",2015-02-19,121545703,127,"Released","Dragon Blade",5.9,145,"Action","Drama"
"680",64000000,9072,"en",12.421504,"[{""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Wayans Bros. Entertainment"", ""id"": 1608}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-08-31,101595121,98,"Released","Little Man",5.3,261,"Comedy","Crime"
"681",62000000,3536,"en",18.096884,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Canal Plus"", ""id"": 104}, {""name"": ""Dino De Laurentiis Company"", ""id"": 10308}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-04-20,127666415,116,"Released","U-571",6.1,340,"Action","Drama"
"682",62000000,9087,"en",11.056763,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-11-17,107879496,106,"Released","The American President",6.5,195,"Comedy","Drama"
"683",62000000,12177,"en",13.218008,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Goldcrest Pictures"", ""id"": 11843}, {""name"": ""Internationale Filmproduktion"", ""id"": 15742}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2008-06-20,41819064,87,"Released","The Love Guru",4.3,242,"Comedy","Romance"
"684",62000000,12138,"en",11.262655,"[{""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-02-23,18720175,125,"Released","3000 Miles to Graceland",5.8,178,"Action","Adventure"
"685",44000000,273248,"en",68.717016,"[{""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""FilmColony"", ""id"": 1811}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-12-25,155760117,167,"Released","The Hateful Eight",7.6,4274,"Crime","Drama"
"686",53000000,9955,"en",19.412028,"[{""name"": ""DreamWorks"", ""id"": 7}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-03-30,0,93,"Released","Blades of Glory",5.9,569,"Action","Comedy"
