"","budget","popularity","revenue","runtime","vote_average","vote_count","genre_1","genre_2","release_month"
"1293",62071793.6,18.678415,69485490,102,5.8,191,"Comedy","NA","2"
"1294",3.9e+07,27.908783,35287788,87,6.6,932,"Animation","Comedy","10"
"1295",3.9e+07,45.388937,38869464,119,7.4,1264,"Science Fiction","Action","8"
"1296",3.9e+07,2.817364,6614280,106,4.5,32,"Romance","Drama","2"
"1297",3.9e+07,22.164202,75850624,125,5.3,490,"Comedy","Action","6"
"1298",4e+07,21.362949,44907260,113,6,433,"Comedy","NA","12"
"1299",80341000,14.8375,127814609,150,7.1,205,"Adventure","Drama","7"
"1300",3e+07,18.256028,180622424,108,6,394,"Comedy","Romance","9"
"1301",3.8e+07,22.332927,205298907,96,6.4,972,"Comedy","Romance","7"
"1302",91107119.41,5.417787,NA,90,5.5,94,"Comedy","Family","3"
"1303",3.8e+07,24.085144,119723358,100,5.3,521,"Action","Adventure","8"
"1304",3.8e+07,14.779041,1.2e+08,118,6.4,452,"Science Fiction","Action","11"
"1305",3860000,19.947265,64076736,130,6.3,273,"Action","Drama","1"
"1306",3.8e+07,16.801218,114156230,120,6.7,850,"Drama","Romance","3"
"1307",4e+07,5.057695,NA,88,6.8,19,"Adventure","Family","5"
"1308",5e+07,20.825781,73956241,146,7.2,396,"Drama","NA","9"
"1309",3.8e+07,11.500783,51801187,114,6.2,264,"Drama","Thriller","5"
"1310",3.5e+07,13.932203,NA,123,5.7,254,"Crime","Comedy","3"
"1311",3.8e+07,41.258487,107597242,94,5,567,"Action","Comedy","4"
"1312",5.3e+07,6.454634,29700000,102,5.6,88,"Drama","Romance","5"
"1313",3.8e+07,5.257009,NA,99,5.5,40,"Comedy","NA","12"
"1314",3.8e+07,30.359164,58401898,133,6.3,756,"Horror","Mystery","8"
"1315",3.8e+07,3.426555,17380126,118,5.7,80,"Drama","Thriller","9"
"1316",5.7e+07,11.60815,16991902,105,6,190,"Music","Drama","9"
"1317",1e+07,18.664624,47536959,110,6.9,417,"Drama","NA","11"
"1318",3.8e+07,10.047579,10300000,129,6.3,86,"Action","Drama","2"
"1319",1.5e+07,52.731379,19629760,109,7.8,1588,"Horror","Mystery","6"
"1321",3.7e+07,4.131546,6482195,118,5.8,52,"Action","Adventure","10"
"1322",131701883,5.641978,NA,110,5.4,19,"Action","Western","11"
"1323",5.5e+07,23.465539,17869048,90,6.2,605,"Adventure","Family","10"
"1324",3.2e+07,25.682509,28258060,137,7,701,"Drama","NA","9"
"1325",3.8e+07,6.760922,5410749,93,4.3,75,"Adventure","Action","12"
"1326",4e+07,3.87823,9793496,130,7.1,71,"Drama","NA","10"
"1329",3.7e+07,24.218358,154026136,125,7,1468,"Crime","Drama","9"
"1330",4e+07,27.009723,79700000,110,5.8,594,"Romance","Comedy","5"
"1331",3.7e+07,31.941347,163720069,96,6.5,1222,"Comedy","Drama","9"
"1332",3.7e+07,14.353279,100076342,96,5.6,330,"Adventure","Comedy","4"
"1334",3.7e+07,30.993736,48451803,188,7.5,825,"Drama","NA","12"
"1335",3e+07,25.825771,55583804,107,5.3,511,"Action","Comedy","2"
"1336",3.8e+07,46.078371,112343513,110,5.9,1201,"Comedy","Romance","1"
"1337",3.7e+07,6.63839,95404397,113,6.7,163,"Drama","Family","9"
"1339",3.6e+07,27.465433,102244770,116,7,594,"Drama","Thriller","2"
"1340",6.5e+07,16.865782,117758500,93,6.1,352,"Action","Comedy","9"
"1342",36500000,2.785832,21834845,115,5.3,23,"Action","Fantasy","12"
"1343",3.6e+07,9.176339,50159144,95,6.6,198,"Drama","Action","5"
"1344",3.6e+07,23.380757,1.6e+08,134,5.8,338,"Adventure","Action","10"
"1345",3.6e+07,33.926473,64572262,101,6,894,"Science Fiction","Comedy","3"
"1346",3.6e+07,6.967857,52424533,107,6.7,96,"Family","Drama","9"
"1347",4.2e+07,11.470135,32168970,124,5.4,173,"Thriller","NA","2"
"1348",3.6e+07,19.854932,44350926,109,5.8,258,"Action","Drama","4"
"1349",3.7e+07,29.652536,26250020,105,5.2,692,"Drama","Comedy","5"
"1350",119504368.4,8.102925,NA,130,6.2,40,"History","Drama","12"
"1351",86377204.09,2.79483,NA,127,6.3,32,"Drama","Romance","12"
"1352",3.7e+07,11.492474,96047633,114,5.8,556,"Drama","Thriller","1"
"1354",3.6e+07,1.068453,3003296,95,4.6,14,"Drama","Comedy","1"
"1355",3.7e+07,6.293217,63800345,81,5.2,99,"Animation","Family","7"
"1356",107441765.5,3.457194,NA,95,5.3,71,"Comedy","NA","1"
"1358",3.6e+07,19.167377,156844753,105,6.5,379,"Action","Drama","12"
"1359",3.3e+07,18.316151,310940086,95,6.2,1011,"Adventure","Comedy","6"
"1361",112216227.1,6.668679,NA,112,5.9,27,"Drama","NA","3"
"1362",3.5e+07,36.172182,321731527,118,6.4,811,"Adventure","Action","5"
"1363",2.9e+07,25.767395,309208309,129,7.2,1597,"Drama","NA","11"
"1364",3.5e+07,21.543389,147934180,88,5.5,867,"Action","Comedy","3"
"1366",3.8e+07,49.292384,252276927,110,7.2,1668,"Drama","Adventure","12"
"1368",3.5e+07,24.616634,1.39e+08,132,6.2,530,"Science Fiction","Adventure","12"
"1369",3.5e+07,34.005726,173965010,111,5.6,1645,"Comedy","Crime","2"
"1370",3.5e+07,27.714043,182300000,128,7,675,"Crime","Thriller","11"
"1371",3.5e+07,45.149948,69823199,123,6.5,1375,"Drama","Crime","3"
"1373",3.5e+07,3.74263,68915888,105,5.5,225,"Comedy","Romance","3"
"1374",2.7e+07,29.381878,231976425,162,7,542,"Drama","Romance","11"
"1375",3.5e+07,24.860326,126216940,138,7.7,1310,"Crime","Drama","9"
"1376",3.5e+07,11.041659,86369815,100,5.8,550,"Adventure","Comedy","7"
"1377",3.5e+07,11.897925,NA,90,6.3,177,"Comedy","Romance","9"
"1378",3.5e+07,23.607071,113374103,108,5.5,453,"Science Fiction","Horror","7"
"1379",1800000,38.204158,25504513,91,7.2,1180,"Horror","NA","11"
"1380",3.3e+07,25.413955,104155843,107,6,436,"Horror","Science Fiction","8"
"1381",142517283.6,28.98027,NA,132,6.3,1018,"Action","Adventure","3"
"1382",3.5e+07,9.525037,60251371,123,6.8,103,"Drama","NA","8"
"1383",3.4e+07,18.39217,95608995,90,6,345,"Adventure","Animation","3"
"1384",3.2e+07,9.254647,52277485,109,6.8,141,"Drama","NA","10"
"1386",3.5e+07,50.179171,108758521,91,5.6,1462,"Comedy","NA","5"
"1387",3.5e+07,31.957947,112544580,125,7.3,1226,"Comedy","Drama","11"
"1388",3.4e+07,19.822791,48169908,202,7.2,370,"Drama","History","11"
"1389",3.5e+07,38.429648,88058786,134,5.6,896,"Comedy","NA","12"
"1390",3.5e+07,13.707843,92219310,88,5.2,210,"Comedy","Family","11"
"1391",3.5e+07,51.927471,91353501,92,6.2,1428,"Fantasy","Action","1"
"1392",3.5e+07,14.503568,69307224,91,5.2,253,"Comedy","NA","7"
"1393",94921356.4,6.74556,NA,80,5.2,242,"Comedy","NA","4"
"1394",3e+07,11.120167,58405313,98,5.8,140,"Comedy","Romance","7"
"1395",3.5e+07,40.370442,41954997,127,7.4,1147,"Crime","Drama","2"
"1397",10700000,36.230204,122200000,114,7,794,"Horror","NA","6"
"1398",110552241.5,23.666229,NA,104,6,415,"Comedy","Crime","3"
"1399",3.5e+07,25.903237,85416905,100,5.2,613,"Action","NA","10"
"1401",3.5e+07,18.38292,77477008,106,5.7,458,"Comedy","Romance","4"
"1402",3.5e+07,14.029012,59901913,112,5.9,296,"Comedy","Drama","5"
"1403",56815071.73,15.913783,NA,95,5.1,287,"Adventure","Comedy","11"
"1404",3.5e+07,6.889633,35323292,102,6.9,97,"Comedy","Family","4"
"1405",3.5e+07,19.286099,99423521,102,4.1,325,"Action","Adventure","12"
"1407",3.5e+07,3.721272,NA,101,6.4,35,"Drama","History","12"
"1408",4e+07,17.157738,68766121,113,5.5,677,"Horror","NA","4"
"1409",2.7e+07,22.636908,115505027,104,6.7,811,"Drama","Romance","12"
"1410",3.5e+07,28.069419,84606030,137,6,741,"Drama","Crime","11"
"1411",3.5e+07,19.774543,72436439,110,6,485,"Horror","Mystery","8"
"1412",3.5e+07,11.644243,45479110,101,5.4,239,"Drama","Fantasy","2"
"1413",3.5e+07,27.934978,57120318,108,5.9,730,"Science Fiction","Action","11"
"1414",3.5e+07,12.677505,32483410,101,5.9,238,"Drama","NA","1"
"1415",3.5e+07,8.737058,40263020,112,6.3,245,"Comedy","Romance","2"
"1416",3.5e+07,12.343507,27107960,111,6.1,233,"Science Fiction","NA","9"
"1417",3.5e+07,14.699342,36098382,102,5.8,325,"Comedy","Romance","3"
"1418",4.5e+07,14.513243,30353232,101,5.1,300,"Action","Thriller","10"
"1419",3.5e+07,5.525544,25105255,155,6.3,157,"Crime","Drama","11"
"1420",8900000,15.079993,4100000,93,5.6,318,"Crime","Action","11"
"1421",3.5e+07,23.835055,93246388,109,6,436,"Comedy","Fantasy","3"
"1422",3.5e+07,5.926966,NA,140,6.1,81,"Crime","History","12"
"1423",3e+07,25.454549,68369434,104,5.5,523,"Drama","Mystery","7"
"1424",3.1e+07,22.71592,27388767,96,5.9,437,"Family","Fantasy","4"
"1425",3.5e+07,35.120736,50363790,123,7,823,"Drama","NA","11"
"1426",3.5e+07,19.893646,82087155,106,5.6,961,"Thriller","Action","9"
"1427",3.5e+07,14.051852,19478106,76,5.2,235,"Animation","Family","3"
"1428",3.5e+07,9.011729,NA,111,6.9,161,"Comedy","Drama","2"
"1429",3.5e+07,19.088655,25871834,85,4.9,379,"Action","Comedy","3"
"1430",5.6e+07,29.490057,19701164,109,5.7,593,"Thriller","Crime","1"
"1431",3.5e+07,11.195593,19294901,97,5.1,167,"Horror","Comedy","2"
"1432",3.5e+07,17.709888,31083599,91,6.2,832,"Crime","Action","8"
"1433",3.5e+07,18.262017,51680201,87,5.4,647,"Action","Comedy","5"
"1434",3.5e+07,10.10364,29882645,132,6.5,159,"War","Adventure","9"
"1435",3.5e+07,28.670477,46216641,118,5.7,1455,"Action","Crime","1"
"1436",3.1e+07,16.736734,41512007,98,6,293,"Comedy","Romance","9"
"1437",3.5e+07,13.668633,39340177,92,4.6,149,"Comedy","NA","4"
"1438",3e+07,9.780588,NA,93,5.3,191,"Action","Horror","9"
"1439",2.7e+07,9.904881,16519460,117,5.8,129,"Fantasy","Action","7"
"1440",3.5e+07,9.789027,63215872,92,6,216,"Action","Adventure","10"
"1441",3.5e+07,6.81729,NA,115,5.7,31,"Action","Adventure","1"
"1442",3.5e+07,10.73522,18317151,96,6.6,212,"Comedy","Music","12"
"1443",76939797.15,11.1399,NA,111,6.4,108,"Drama","Romance","12"
"1444",3.5e+07,6.727949,13678913,94,5.7,55,"Action","Western","8"
"1445",3.5e+07,16.343317,27409889,105,7,322,"Drama","History","3"
"1446",4e+07,14.818718,12206028,101,5.3,220,"Action","Crime","9"
"1447",3.2e+07,43.862456,54674226,139,6.5,987,"Drama","Fantasy","5"
"1448",3.3e+07,2.706207,NA,91,4.7,64,"Action","Adventure","9"
"1449",3.5e+07,27.903999,17508518,110,5.5,555,"Action","Drama","3"
"1450",3.5e+07,3.746806,11560806,102,4.8,91,"Drama","Fantasy","9"
"1451",20500000,17.112498,10089373,102,5.6,294,"Action","Crime","12"
"1452",3.5e+07,10.304172,12506188,83,4.9,135,"Family","Fantasy","8"
"1453",3.5e+07,37.335721,61181942,123,6.9,1121,"Adventure","Drama","9"
"1454",137654931.2,0.912395,NA,103,4.7,9,"Fantasy","Family","5"
"1455",3.5e+07,16.782471,42064105,118,6.5,357,"Comedy","Drama","9"
"1456",3.5e+07,3.503408,4651977,114,6.6,53,"Drama","NA","2"
"1457",3.5e+07,9.122828,NA,180,7.7,115,"Action","Crime","2"
"1458",3.5e+07,5.419181,NA,121,6.6,60,"Action","Crime","2"
"1459",3.5e+07,9.07278,16838910,114,6.2,142,"Thriller","Crime","11"
"1460",3.5e+07,2.864979,NA,173,7.4,34,"Action","History","4"
"1461",3.5e+07,2.877488,1.5e+07,135,6.7,25,"War","Adventure","9"
"1462",3.8e+07,5.516207,635096,138,6.6,49,"Drama","War","11"
"1463",98589933.36,13.930763,25147786,148,7,291,"Drama","NA","10"
"1464",3.5e+07,20.27704,10496317,93,5.8,307,"Action","Comedy","1"
"1465",106676433.5,0.126738,NA,100,0,0,"Drama","Crime","5"
"1467",3.5e+07,16.832312,14431253,91,5,320,"Comedy","NA","3"
"1468",3.4e+07,9.133747,32255440,139,7,169,"Drama","Romance","9"
"1469",3.5e+07,24.606012,15304890,96,6.8,827,"Drama","Adventure","9"
"1470",7e+07,3.276912,11263966,101,5.3,29,"Action","Comedy","9"
"1471",3.5e+07,16.830184,2106557,96,5.1,344,"Action","Crime","5"
"1472",41677699,39.58676,187479518,100,7.5,926,"Animation","Family","7"
"1473",3.4e+07,41.946523,63013281,128,7.3,1064,"Drama","Romance","4"
"1474",7.5e+07,20.697556,19598588,109,5.4,254,"Drama","Science Fiction","8"
"1475",3.4e+07,1.656695,NA,114,5.3,18,"Romance","Drama","5"
"1476",3.5e+07,17.932561,NA,106,5.4,240,"Comedy","Romance","11"
"1477",3.5e+07,15.50957,27330000,141,6.5,224,"Drama","History","12"
"1478",3.2e+07,4.602185,40382659,195,7.1,67,"Drama","History","12"
"1479",4e+07,40.379966,243240178,138,7.1,877,"Drama","NA","12"
"1480",5e+07,12.601306,79958599,101,5.3,110,"Action","Crime","3"
"1481",3e+07,24.389194,173959438,98,5.6,506,"Crime","Comedy","5"
"1482",3.4e+07,12.867326,NA,85,6.3,121,"Family","Fantasy","12"
"1483",3e+07,23.328823,64626786,89,4.8,469,"Horror","Action","12"
"1484",3.3e+07,29.775441,140470746,99,6.7,663,"Music","Drama","7"
"1485",3.3e+07,19.642328,62022014,105,5.1,497,"Action","Crime","8"
"1486",3.3e+07,7.339908,NA,96,4.9,110,"Mystery","Thriller","9"
"1487",3.3e+07,35.099611,54700105,124,6.1,766,"Action","Crime","4"
"1488",3e+07,16.541791,27610873,118,6.6,238,"Drama","NA","6"
"1489",3e+07,31.92695,40346186,94,6.3,799,"Action","Crime","4"
"1490",3.3e+07,9.060642,NA,124,5.7,116,"Comedy","Drama","4"
"1492",3e+07,21.538222,22211426,108,5.8,363,"Action","Thriller","3"
"1493",3.2e+07,33.923786,113019290,124,7.2,813,"Drama","Romance","12"
"1494",3.5e+07,20.908494,24159934,98,5.3,394,"Comedy","NA","2"
"1495",3.2e+07,16.901954,173398518,97,6.4,987,"Comedy","Family","10"
"1496",3.2e+07,15.039407,152036382,123,6.2,323,"Drama","Fantasy","7"
"1497",3.3e+07,13.655735,NA,99,5.3,185,"Adventure","Comedy","1"
"1498",149089528,21.620317,60328000,101,6.7,390,"Fantasy","Comedy","11"
"1499",3.2e+07,14.642055,80197993,92,5.6,359,"Comedy","Family","6"
"1500",32500000,17.107065,288383523,125,6.5,1661,"Comedy","Romance","4"
"1502",2.9e+07,14.993169,50041732,103,6,242,"Horror","NA","9"
"1503",3.2e+07,24.147269,48814909,129,7,544,"Drama","NA","9"
"1504",3.2e+07,18.47242,69055695,107,6,394,"Action","Crime","8"
"1505",3.5e+07,18.84332,21819348,90,5.7,414,"Comedy","NA","4"
"1506",3.2e+07,15.901137,83615414,107,5.3,313,"Crime","Comedy","2"
"1508",3.2e+07,14.48851,36733909,120,6.7,374,"Action","Adventure","1"
"1509",3e+07,23.197408,77566815,101,6.3,1018,"Thriller","Drama","2"
"1510",3.3e+07,10.651202,9494789,105,6.7,232,"Adventure","Drama","10"
"1511",3.5e+07,10.032626,31755742,113,5.6,143,"Action","Comedy","12"
"1512",120444534.5,6.048743,NA,106,6.3,67,"Drama","Family","9"
"1513",3.2e+07,34.628738,60740827,96,6.9,832,"Drama","Thriller","9"
"1514",3.2e+07,47.5612,85167639,87,6.2,1061,"Action","Thriller","8"
"1515",3.2e+07,16.473355,18552460,107,6.3,427,"Action","Western","2"
"1516",2.8e+07,6.201404,30016165,90,5.6,104,"Action","Comedy","4"
"1517",3.2e+07,15.560918,NA,121,6.6,225,"Drama","NA","10"
"1518",3.2e+07,25.799697,18409891,111,6.2,620,"Action","Science Fiction","3"
"1519",7e+07,4.822033,53587404,90,4,104,"Fantasy","Drama","2"
"1520",3.2e+07,3.379454,NA,110,5.4,44,"Fantasy","Comedy","9"
"1521",3e+07,26.9385,27437881,100,5.3,724,"Comedy","NA","3"
"1522",3.2e+07,4.098444,3566637,75,7.1,24,"Animation","Comedy","3"
"1523",137231379.9,4.901553,NA,132,7.2,18,"Drama","NA","12"
"1524",3.2e+07,5.347936,5914908,108,5.9,86,"War","Crime","12"
"1525",3.2e+07,4.120549,NA,93,5,13,"Adventure","NA","3"
"1527",3.2e+07,13.611544,42045846,102,6,262,"Comedy","Drama","9"
"1528",121442340.8,6.775294,106269971,137,6.9,113,"Music","Drama","12"
"1529",31500000,27.891012,14708696,113,5.7,557,"Action","NA","4"
"1530",3.1e+07,13.864975,128499205,161,7,279,"Drama","NA","12"
"1532",3.4e+07,29.887404,210308099,126,5.9,541,"Action","Adventure","6"
"1534",3.1e+07,7.06762,24185781,101,6.4,131,"Drama","Mystery","9"
"1535",3.1e+07,15.895661,53208180,103,6.2,433,"Comedy","Horror","8"
"1536",3.1e+07,19.258041,68106245,118,7,462,"Crime","Drama","4"
"1537",3.1e+07,47.753598,104384188,99,6.2,1195,"Comedy","NA","7"
"1538",30250000,15.585138,115101622,105,6.4,302,"Comedy","Thriller","10"
"1539",4.5e+07,32.217425,306776732,113,6.9,677,"Action","Comedy","12"
"1540",34200000,34.86859,234801895,93,6.1,875,"Comedy","Drama","6"
"1541",3e+07,36.432598,287553595,108,6,1344,"Comedy","Romance","8"
"1544",3e+07,26.780961,196114570,104,7,1293,"Drama","Romance","2"
"1545",3.1e+07,6.487344,15134293,105,6,89,"Drama","NA","1"
"1546",3e+07,25.996219,136706683,113,7.4,821,"Drama","NA","9"
"1547",3e+07,46.212155,199200000,134,7.2,957,"Action","Adventure","3"
"1548",2.5e+07,32.105328,115922175,132,7.2,1101,"Drama","NA","8"
"1549",2e+07,41.156217,167722310,92,6.2,981,"Comedy","NA","6"
"1550",3e+07,37.179547,191502426,99,6.7,848,"Horror","Comedy","11"
"1551",3e+07,34.391792,212385533,90,6.1,1099,"Crime","Comedy","11"
"1552",3.7e+07,40.176265,165335153,115,6.5,1023,"Comedy","Family","8"
"1553",2.6e+07,10.704596,116400000,102,6.5,166,"Comedy","NA","9"
"1556",3e+07,27.870755,140161792,87,6.7,574,"Animation","Comedy","11"
"1557",2.5e+07,31.242999,156822020,138,7.6,1422,"Thriller","Crime","10"
"1559",8e+07,29.415229,176885658,103,6.4,503,"Comedy","Crime","3"
"1561",3e+07,30.695228,160259319,111,6.1,978,"Comedy","Romance","1"
"1562",3.5e+07,13.788422,155545279,102,6,449,"Comedy","Drama","4"
"1563",30,4.590277,103,78,6,100,"Adventure","Animation","9"
"1564",3e+07,3.845231,74787599,132,5.9,56,"Drama","Romance","12"
"1565",3e+07,26.952727,160638883,133,7.2,619,"Adventure","Drama","12"
"1566",2.5e+07,33.704181,163670000,109,6.7,1205,"Drama","Romance","9"
"1567",3e+07,19.925026,105834556,125,6.7,362,"Drama","Comedy","12"
"1570",137641523.7,9.166658,NA,87,4.9,95,"Fantasy","Comedy","2"
"1571",3e+07,34.36645,254134910,89,6,733,"Fantasy","Drama","7"
"1572",3e+07,12.967137,114281051,100,5.8,284,"Drama","Comedy","8"
"1573",3e+07,50.670253,105173115,111,6.4,1172,"Comedy","Romance","4"
"1574",4.5e+07,24.694551,92374674,109,6.7,607,"Action","Crime","8"
"1575",3e+07,11.409124,63833449,99,5.8,205,"Comedy","NA","4"
"1576",161778968.8,7.922716,NA,114,5.8,81,"Drama","Romance","5"
"1577",3e+07,33.385429,114663461,89,5.9,856,"Comedy","NA","1"
"1578",1.9e+07,8.584398,69631118,95,5.3,214,"Action","Adventure","8"
"1579",3.7e+07,41.569541,96455697,98,6.3,1204,"Comedy","Fantasy","4"
"1581",85970140.91,18.568021,NA,85,5.5,319,"Animation","Comedy","1"
"1582",5.3e+07,28.350529,83282296,124,7.4,1317,"Crime","Drama","4"
"1583",8e+07,10.81051,118880016,131,5.8,196,"Romance","Drama","2"
"1584",3e+07,19.578249,70200000,107,5.6,376,"Science Fiction","Action","6"
"1585",3e+07,5.73667,NA,99,5.7,100,"Comedy","Drama","7"
"1586",3e+07,28.624038,51132598,83,6.3,521,"Comedy","Crime","3"
"1587",3e+07,27.230493,152427960,131,6,506,"Adventure","Action","5"
"1588",3e+07,30.380747,192452832,85,6.8,643,"Adventure","Animation","9"
"1589",3e+07,29.489274,156835339,126,6.9,977,"Drama","Romance","11"
"1590",3e+07,8.058109,93772522,102,5.1,123,"Comedy","NA","1"
"1591",3e+07,33.369305,129266061,123,7.4,1049,"Drama","Romance","8"
"1592",3e+07,16.52083,NA,105,6.6,796,"Comedy","Drama","5"
"1593",3e+07,11.19602,45892212,125,6.2,243,"Action","Thriller","9"
"1594",3e+07,14.585968,54819301,92,4.9,140,"Comedy","NA","4"
"1596",1.7e+08,8.305085,42647449,118,7.2,144,"Drama","NA","1"
"1599",3e+07,45.083509,90810892,99,6.2,966,"Horror","Thriller","3"
"1601",92493933.04,15.011624,NA,111,6.9,260,"Comedy","Drama","9"
"1602",3e+07,25.060342,159291809,107,6.6,582,"Drama","Romance","8"
"1603",2.5e+07,11.42943,51842679,104,5.6,159,"Adventure","NA","8"
"1604",3e+07,32.26789,53653224,113,7.1,721,"Comedy","Drama","9"
"1605",3e+07,33.394082,75505973,113,6.2,767,"Horror","Thriller","10"
"1607",3e+07,10.608998,84646831,84,3.7,359,"Comedy","NA","1"
"1608",3e+07,12.821329,38413606,126,7.2,238,"Adventure","Comedy","7"
"1609",2.7e+07,30.131498,38122105,101,6.4,703,"Action","Science Fiction","11"
"1610",2.5e+07,12.113235,38748395,94,6.6,384,"Horror","Comedy","12"
"1611",3e+07,31.191975,63782078,111,6.5,1263,"Action","Thriller","4"
"1612",3e+07,11.916389,51376861,95,3.8,221,"Action","Fantasy","11"
"1613",3e+07,20.355458,36160375,98,5.7,359,"Comedy","Romance","6"
"1615",3e+07,8.999675,34742066,108,6.6,162,"Music","NA","3"
"1616",3e+07,9.278361,41480851,125,6.5,206,"Action","Adventure","9"
"1617",4.5e+07,7.185212,NA,94,5.1,66,"Action","Comedy","5"
"1618",3e+07,55.806402,48428063,79,6.6,1262,"Action","Adventure","8"
"1619",3e+07,48.237797,63372757,106,6.4,1323,"Thriller","Crime","2"
"1620",134310708.5,17.943945,NA,111,5.9,278,"Comedy","Romance","3"
"1621",3e+07,19.143721,14460000,63,6.8,258,"Animation","Family","4"
"1622",1.9e+07,15.67747,39267515,85,4.1,210,"Comedy","NA","6"
"1623",3e+07,4.52363,29202884,108,6.3,66,"Comedy","Drama","5"
"1624",91747579.81,13.064264,31911598,139,6.4,158,"Drama","Music","8"
"1625",101259319.8,2.644427,NA,127,6.2,27,"Drama","Romance","9"
"1626",3e+07,5.301589,24048000,106,5.4,163,"Action","Crime","8"
"1627",64194401.09,20.252143,60896147,95,4.8,442,"Fantasy","Drama","6"
"1628",3e+07,29.359201,NA,118,5.9,690,"Thriller","Crime","7"
"1629",3e+07,20.063165,108609310,108,5.8,339,"Action","Thriller","2"
"1630",3.5e+07,6.246199,22034832,111,5.2,112,"Comedy","Romance","8"
"1631",3e+07,27.71063,53909751,124,5.7,457,"Comedy","NA","4"
"1632",3e+07,2.850896,21800302,104,5,66,"Comedy","Drama","6"
"1633",3e+07,34.421696,51148651,133,6.9,905,"Romance","Drama","11"
"1634",3e+07,15.89534,31070211,87,4.8,458,"Science Fiction","Action","3"
"1635",3e+07,18.706504,35294470,109,6,311,"Thriller","NA","1"
"1636",3e+07,9.607391,19204929,87,6,127,"Action","Drama","2"
"1637",2.5e+07,2.77255,17193231,98,5.2,47,"Action","Comedy","7"
"1638",118928785.7,17.834976,NA,99,5.4,295,"Action","Comedy","7"
"1639",3e+07,20.236951,102820008,112,6.6,1233,"Drama","Comedy","11"
"1640",3e+07,16.883429,16930884,108,5.7,313,"Crime","Mystery","2"
"1641",3.5e+07,12.779201,25224242,126,6.8,125,"Drama","NA","2"
"1642",4e+07,14.729386,26155781,98,5.5,278,"Comedy","Thriller","4"
"1643",2.6e+07,23.227877,NA,104,5.5,671,"Horror","Thriller","10"
"1644",3.7e+07,11.374306,37962774,110,5.1,221,"Comedy","Fantasy","8"
"1645",3e+07,10.703602,31148328,130,6.3,240,"Thriller","Crime","9"
"1646",3e+07,10.756266,15007991,97,5.1,202,"Action","Adventure","8"
"1647",3e+07,4.352422,15368897,96,5,68,"Comedy","Romance","6"
"1648",3e+07,9.301562,13001257,114,6.7,157,"Drama","Mystery","9"
"1649",1.7e+07,18.27083,24922237,106,6,603,"Horror","Comedy","8"
"1650",3e+07,19.106154,30536013,135,6.4,330,"Drama","History","12"
"1651",3e+07,5.259585,NA,100,4,72,"Action","Science Fiction","3"
"1652",106165923.7,3.226243,NA,100,5.4,44,"Drama","Thriller","1"
"1653",1e+08,21.677732,NA,85,2.9,462,"Action","Adventure","4"
"1654",3e+07,43.882857,NA,107,5.7,1266,"Action","Crime","1"
"1655",2.5e+07,12.10235,30114487,102,4.7,114,"Drama","Horror","4"
"1656",2.3e+07,3.362045,12,111,6.1,152,"Comedy","Romance","1"
"1657",3e+07,10.694417,13521829,86,4.8,131,"Comedy","Animation","4"
"1658",3e+07,6.353971,18618284,108,6.7,161,"Drama","NA","9"
"1659",3e+07,37.181019,64352607,123,6.3,869,"Adventure","Fantasy","10"
"1660",3e+07,4.952735,8454301,134,7.2,129,"Comedy","Drama","10"
"1661",3e+07,22.975918,62616646,91,5.5,543,"Crime","Thriller","9"
"1662",3e+07,8.359599,18195610,108,5.8,153,"Action","Crime","1"
"1663",1.8e+07,16.102271,26828365,122,7.4,383,"War","NA","12"
"1664",3e+07,49.336397,NA,229,8.2,1069,"Drama","Crime","2"
"1665",103185697.2,29.647844,18074539,118,5.9,638,"Thriller","Action","3"
"1666",170924029.9,12.467267,NA,138,6.7,144,"Drama","Romance","9"
"1667",112210543.1,2.774811,NA,108,6,31,"Crime","Drama","4"
"1668",125426367.6,3.71305,3102550,80,5.4,29,"Action","Adventure","8"
"1669",3e+07,8.386432,35078241,92,6.3,141,"Drama","Family","12"
"1670",127604195.6,3.866026,NA,98,5,29,"Fantasy","Drama","12"
"1671",2.1e+07,12.790408,480314,87,5,205,"Adventure","Action","9"
"1672",3e+07,35.53352,14711793,160,7,776,"Action","Drama","9"
"1673",3e+07,4.065212,108348,125,5,41,"Adventure","Drama","7"
"1674",2.7e+07,20.362025,NA,91,5.9,306,"Comedy","NA","9"
"1675",3e+07,48.0343,NA,92,5.4,656,"Thriller","Crime","1"
"1676",3e+07,13.268936,2527904,129,6.4,286,"Action","Thriller","9"
"1677",1.75e+08,8.010046,NA,93,5.5,90,"Animation","Family","10"
"1678",3e+07,12.257654,NA,140,7,38,"History","Drama","2"
"1679",2.7e+07,6.036684,NA,110,3,16,"Drama","NA","6"
"1680",3e+07,10.958697,NA,103,5.8,195,"Romance","Drama","5"
"1681",3e+07,2.625594,NA,85,6.4,7,"Fantasy","Adventure","11"
"1682",3e+07,2.981047,NA,110,6.6,69,"Crime","Thriller","9"
"1685",2.8e+07,35.580032,186438883,136,7.3,718,"Drama","Music","9"
"1686",3e+07,8.085872,37036004,127,5.9,159,"Comedy","NA","4"
"1687",2.9e+07,10.364582,NA,86,5.8,135,"Adventure","Fantasy","12"
"1688",147626542.2,16.87784,NA,122,7.2,328,"Drama","History","10"
"1689",3e+07,18.165957,33013805,113,6.6,275,"Comedy","Crime","12"
